지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%)
201,강화,2023-06-22 15:00,23.7,,3.9,80
201,강화,2023-06-22 16:00,23,,4.6,85
201,강화,2023-06-22 17:00,22.1,,3.7,94
201,강화,2023-06-22 18:00,21.4,,2.6,98
201,강화,2023-06-22 19:00,21,.7,.8,100
201,강화,2023-06-22 20:00,20.5,1,.3,100
201,강화,2023-06-22 21:00,19.9,,.5,100
201,강화,2023-06-22 22:00,20.2,,1.1,100
201,강화,2023-06-22 23:00,19.2,,.4,100
201,강화,2023-06-23 00:00,19,,.7,100
201,강화,2023-06-23 01:00,18.4,,.6,100
201,강화,2023-06-23 02:00,18.5,,.3,100
201,강화,2023-06-23 03:00,18.6,,1,100
201,강화,2023-06-23 04:00,18.8,,1.1,100
201,강화,2023-06-23 05:00,18.4,,.4,100
201,강화,2023-06-23 06:00,19,,.7,100
201,강화,2023-06-23 07:00,19.3,,.6,100
201,강화,2023-06-23 08:00,20,,.4,100
201,강화,2023-06-23 09:00,21.1,,.7,100
201,강화,2023-06-23 10:00,22.1,,.6,91
201,강화,2023-06-23 11:00,23.4,,1.1,83
201,강화,2023-06-23 12:00,24.2,,.6,76
201,강화,2023-06-23 13:00,25.4,,3,76
201,강화,2023-06-23 14:00,26.2,,2.6,73
201,강화,2023-06-23 15:00,24.8,,3.5,76
201,강화,2023-06-23 16:00,25.3,,3.3,77
201,강화,2023-06-23 17:00,25.1,,2.6,81
201,강화,2023-06-23 18:00,25.1,,1.7,82
201,강화,2023-06-23 19:00,23,,1.2,93
201,강화,2023-06-23 20:00,21.1,,1,98
201,강화,2023-06-23 21:00,20.4,,.8,100
201,강화,2023-06-23 22:00,19.9,,.3,100
201,강화,2023-06-23 23:00,20.4,,1.2,99
201,강화,2023-06-24 00:00,19.7,,1.1,100
201,강화,2023-06-24 01:00,19.7,,.9,100
201,강화,2023-06-24 02:00,20,,.7,100
201,강화,2023-06-24 03:00,20.2,,1.2,100
201,강화,2023-06-24 04:00,20.4,,1,100
201,강화,2023-06-24 05:00,20.2,,.6,100
201,강화,2023-06-24 06:00,20.2,,1,100
201,강화,2023-06-24 07:00,22.5,,.5,99
201,강화,2023-06-24 08:00,22.7,,1.1,96
201,강화,2023-06-24 09:00,24,,1.8,84
201,강화,2023-06-24 10:00,25.3,,1.5,72
201,강화,2023-06-24 11:00,26,,1.4,68
201,강화,2023-06-24 12:00,27.1,,2.1,69
201,강화,2023-06-24 13:00,26.9,,3,69
201,강화,2023-06-24 14:00,27.5,,3.2,69
201,강화,2023-06-24 15:00,27.4,,2.4,62
201,강화,2023-06-24 16:00,27.4,,3.3,68
201,강화,2023-06-24 17:00,26.8,,2.4,63
201,강화,2023-06-24 18:00,26.4,,1.2,69
201,강화,2023-06-24 19:00,24.4,,.9,80
201,강화,2023-06-24 20:00,23.2,,1,78
201,강화,2023-06-24 21:00,22,,1.5,89
201,강화,2023-06-24 22:00,20.9,,1.3,95
201,강화,2023-06-24 23:00,21.5,,2.4,98
201,강화,2023-06-25 00:00,21.2,,1.6,95
201,강화,2023-06-25 01:00,21.3,,1.6,92
201,강화,2023-06-25 02:00,19.9,,.8,96
201,강화,2023-06-25 03:00,19.7,,1.1,97
201,강화,2023-06-25 04:00,19.1,,.5,100
201,강화,2023-06-25 05:00,18.8,,0,100
201,강화,2023-06-25 06:00,19.5,,.6,100
201,강화,2023-06-25 07:00,21.9,,.5,90
201,강화,2023-06-25 08:00,23.5,,.7,86
201,강화,2023-06-25 09:00,25.5,,2.1,76
201,강화,2023-06-25 10:00,27.1,,1.5,72
201,강화,2023-06-25 11:00,27.9,,2.1,65
201,강화,2023-06-25 12:00,29,,2.3,58
201,강화,2023-06-25 13:00,29.6,,1.9,60
201,강화,2023-06-25 14:00,30.3,,1.5,57
201,강화,2023-06-25 15:00,29.6,,1,60
201,강화,2023-06-25 16:00,29.8,,1.6,64
201,강화,2023-06-25 17:00,28.4,,1.6,70
201,강화,2023-06-25 18:00,28.1,,.4,71
201,강화,2023-06-25 19:00,26.4,,.6,81
201,강화,2023-06-25 20:00,25.1,,1.3,83
201,강화,2023-06-25 21:00,24.9,,1.7,84
201,강화,2023-06-25 22:00,24.6,,.8,86
201,강화,2023-06-25 23:00,23.5,,.3,93
201,강화,2023-06-26 00:00,22.7,,.8,95
201,강화,2023-06-26 01:00,22.8,,1.3,86
201,강화,2023-06-26 02:00,22.6,,.9,89
201,강화,2023-06-26 03:00,24,,1.8,79
201,강화,2023-06-26 04:00,22.5,0,1.5,90
201,강화,2023-06-26 05:00,21.2,2.1,1.6,100
201,강화,2023-06-26 06:00,20.6,10,1.5,100
201,강화,2023-06-26 07:00,21,5.4,.6,100
201,강화,2023-06-26 08:00,21.7,1.5,.9,100
201,강화,2023-06-26 09:00,22.1,7.9,1.9,100
201,강화,2023-06-26 10:00,22.6,5.8,5.4,100
201,강화,2023-06-26 11:00,22.6,,5.9,99
201,강화,2023-06-26 12:00,23.7,,6,91
201,강화,2023-06-26 13:00,23.6,,3.7,92
201,강화,2023-06-26 14:00,22.7,.3,1.4,100
201,강화,2023-06-26 15:00,23.1,1.2,2,100
201,강화,2023-06-26 16:00,23.1,,2.8,100
201,강화,2023-06-26 17:00,22.8,.7,3.8,100
201,강화,2023-06-26 18:00,22.8,0,4.5,100
201,강화,2023-06-26 19:00,23.4,.5,3.4,99
201,강화,2023-06-26 20:00,23.1,,4.7,98
201,강화,2023-06-26 21:00,22.3,3.7,3.9,100
201,강화,2023-06-26 22:00,22.4,1.2,5.3,100
201,강화,2023-06-26 23:00,22.1,,5,100
201,강화,2023-06-27 00:00,21.9,1.9,4.7,100
201,강화,2023-06-27 01:00,21.3,2.6,5.8,100
201,강화,2023-06-27 02:00,21.2,,5.6,100
201,강화,2023-06-27 03:00,20.7,.1,4.3,100
201,강화,2023-06-27 04:00,20.6,,3.1,100
201,강화,2023-06-27 05:00,20.4,,4,100
201,강화,2023-06-27 06:00,20.8,,4.5,100
201,강화,2023-06-27 07:00,21,,3.2,100
201,강화,2023-06-27 08:00,22.3,,4.6,95
201,강화,2023-06-27 09:00,22.7,,4.2,92
201,강화,2023-06-27 10:00,23.6,,4.2,86
201,강화,2023-06-27 11:00,24.6,,3.3,81
201,강화,2023-06-27 12:00,24,,2.5,82
201,강화,2023-06-27 13:00,24.7,,2.2,78
201,강화,2023-06-27 14:00,24.1,,2,77
201,강화,2023-06-27 15:00,24.5,,2.1,73
201,강화,2023-06-27 16:00,25.5,,2.4,65
201,강화,2023-06-27 17:00,25.2,,1,74
201,강화,2023-06-27 18:00,24.7,,2.1,74
201,강화,2023-06-27 19:00,23,,1.8,81
201,강화,2023-06-27 20:00,22.2,,2.1,87
201,강화,2023-06-27 21:00,20.5,,.3,98
201,강화,2023-06-27 22:00,20.1,,.2,100
201,강화,2023-06-27 23:00,21.4,,1.4,97
201,강화,2023-06-28 00:00,21.5,,.5,100
201,강화,2023-06-28 01:00,21.1,,2,100
201,강화,2023-06-28 02:00,20.9,,.6,100
201,강화,2023-06-28 03:00,21.1,,.6,100
201,강화,2023-06-28 04:00,21,,.6,100
201,강화,2023-06-28 05:00,21.1,,.4,100
201,강화,2023-06-28 06:00,21.4,,.4,100
201,강화,2023-06-28 07:00,21.9,,1.2,100
201,강화,2023-06-28 08:00,21.7,,1.3,100
201,강화,2023-06-28 09:00,21.9,.1,1.2,100
201,강화,2023-06-28 10:00,23.8,,1.6,100
201,강화,2023-06-28 11:00,24.8,,2.5,87
201,강화,2023-06-28 12:00,25.3,,3,87
201,강화,2023-06-28 13:00,24.7,,2.6,88
201,강화,2023-06-28 14:00,26,,2.8,85
201,강화,2023-06-28 15:00,24.7,,3.3,88
201,강화,2023-06-28 16:00,25.1,,2.4,87
201,강화,2023-06-28 17:00,24,,1.9,91
201,강화,2023-06-28 18:00,22.9,,1.7,100
201,강화,2023-06-28 19:00,23.4,,1.3,99
201,강화,2023-06-28 20:00,23.1,,1.1,100
201,강화,2023-06-28 21:00,22.8,,1,100
201,강화,2023-06-28 22:00,23,,.9,100
201,강화,2023-06-28 23:00,22.8,,.4,100
201,강화,2023-06-29 00:00,22.7,,.6,100
201,강화,2023-06-29 01:00,22.9,,1.3,100
201,강화,2023-06-29 02:00,22.8,,.2,100
201,강화,2023-06-29 03:00,23,0,1.3,100
201,강화,2023-06-29 04:00,23.2,,1.3,100
201,강화,2023-06-29 05:00,23.3,,1.4,100
201,강화,2023-06-29 06:00,23.1,.1,.8,100
201,강화,2023-06-29 07:00,23.2,.3,1.6,100
201,강화,2023-06-29 08:00,23.3,3.8,.4,100
201,강화,2023-06-29 09:00,22.7,9.4,1.6,100
201,강화,2023-06-29 10:00,23.2,6.1,.8,100
201,강화,2023-06-29 11:00,23.6,15.4,6,100
201,강화,2023-06-29 12:00,24.1,4.3,2.4,100
201,강화,2023-06-29 13:00,24.1,1.1,2.4,100
201,강화,2023-06-29 14:00,23.6,4.4,4.5,99
201,강화,2023-06-29 15:00,22.3,.7,4.1,100
201,강화,2023-06-29 16:00,22.5,2.8,.7,100
201,강화,2023-06-29 17:00,22.5,1,4,100
201,강화,2023-06-29 18:00,22.4,.1,3.3,100
201,강화,2023-06-29 19:00,22,.2,2.4,100
201,강화,2023-06-29 20:00,21.9,.1,3.2,100
201,강화,2023-06-29 21:00,21.9,,1.5,100
201,강화,2023-06-29 22:00,21.9,.3,1.6,100
201,강화,2023-06-29 23:00,21.8,.1,2,100
201,강화,2023-06-30 00:00,21.8,.3,1.8,100
201,강화,2023-06-30 01:00,21.9,.3,2,100
201,강화,2023-06-30 02:00,21.9,.1,.9,100
201,강화,2023-06-30 03:00,22.1,.2,.3,100
201,강화,2023-06-30 04:00,21.9,.6,.7,100
201,강화,2023-06-30 05:00,21.9,.5,.3,100
201,강화,2023-06-30 06:00,21.5,.3,1,100
201,강화,2023-06-30 07:00,21.3,.1,.8,100
201,강화,2023-06-30 08:00,21.7,,1.1,100
201,강화,2023-06-30 09:00,22.1,,.9,100
201,강화,2023-06-30 10:00,22.8,,1.2,100
201,강화,2023-06-30 11:00,24,,1.5,99
201,강화,2023-06-30 12:00,26,,1.1,88
201,강화,2023-06-30 13:00,25.3,,2.9,92
201,강화,2023-06-30 14:00,26.2,,3.2,89
201,강화,2023-06-30 15:00,26,,3.5,88
201,강화,2023-06-30 16:00,26.7,,2.9,82
201,강화,2023-06-30 17:00,25.6,,3.2,85
201,강화,2023-06-30 18:00,25.3,,2.6,86
201,강화,2023-06-30 19:00,24.5,,1.7,89
201,강화,2023-06-30 20:00,23.5,,1.8,93
201,강화,2023-06-30 21:00,22.9,,1.9,95
201,강화,2023-06-30 22:00,22.3,,2.2,100
201,강화,2023-06-30 23:00,22,,2.5,100
201,강화,2023-07-01 00:00,21.7,,1.5,100
201,강화,2023-07-01 01:00,20.9,,.4,100
201,강화,2023-07-01 02:00,20.8,,.6,100
201,강화,2023-07-01 03:00,20.9,,1.5,100
201,강화,2023-07-01 04:00,20.4,,.7,100
201,강화,2023-07-01 05:00,20.2,,.1,100
201,강화,2023-07-01 06:00,20.7,,.1,100
201,강화,2023-07-01 07:00,22.8,,.1,100
201,강화,2023-07-01 08:00,24.3,,.7,92
201,강화,2023-07-01 09:00,26.4,,1.5,84
201,강화,2023-07-01 10:00,27.6,,2,75
201,강화,2023-07-01 11:00,28.6,,1.3,78
201,강화,2023-07-01 12:00,27.4,,3.4,86
201,강화,2023-07-01 13:00,25.8,,5.1,93
201,강화,2023-07-01 14:00,26,,4.9,88
201,강화,2023-07-01 15:00,27.6,,3.8,82
201,강화,2023-07-01 16:00,27.5,,4,80
201,강화,2023-07-01 17:00,27.5,,3.1,81
201,강화,2023-07-01 18:00,26.7,,3.3,80
201,강화,2023-07-01 19:00,25.5,,3.1,85
201,강화,2023-07-01 20:00,24.8,,3.4,85
201,강화,2023-07-01 21:00,25.3,,2.3,80
201,강화,2023-07-01 22:00,24.2,,1.2,88
201,강화,2023-07-01 23:00,22.6,,.5,100
201,강화,2023-07-02 00:00,22.4,,1.8,100
201,강화,2023-07-02 01:00,22,,3.4,100
201,강화,2023-07-02 02:00,21.8,,3.1,100
201,강화,2023-07-02 03:00,21.4,,1.3,100
201,강화,2023-07-02 04:00,21.1,,1.2,100
201,강화,2023-07-02 05:00,21.4,,2.3,100
201,강화,2023-07-02 06:00,21.2,,2.1,100
201,강화,2023-07-02 07:00,21.5,,3,100
201,강화,2023-07-02 08:00,22.3,,2,100
201,강화,2023-07-02 09:00,22.9,,1.5,100
201,강화,2023-07-02 10:00,24.7,,1.4,94
201,강화,2023-07-02 11:00,24.7,,2.3,92
201,강화,2023-07-02 12:00,24.7,,2.2,93
201,강화,2023-07-02 13:00,24.1,,3,95
201,강화,2023-07-02 14:00,24.3,,1.8,93
201,강화,2023-07-02 15:00,26.1,,1,84
201,강화,2023-07-02 16:00,27.2,,1.4,78
201,강화,2023-07-02 17:00,26.5,,2.7,84
201,강화,2023-07-02 18:00,26.8,,2.4,85
201,강화,2023-07-02 19:00,25.3,,1,93
201,강화,2023-07-02 20:00,23.6,,.2,100
201,강화,2023-07-02 21:00,22.1,,.8,100
201,강화,2023-07-02 22:00,22,,.3,100
201,강화,2023-07-02 23:00,21.7,,.8,100
201,강화,2023-07-03 00:00,21.6,,.7,100
201,강화,2023-07-03 01:00,21.5,,.7,100
201,강화,2023-07-03 02:00,21.3,,.7,100
201,강화,2023-07-03 03:00,21,,.5,100
201,강화,2023-07-03 04:00,20.9,,.1,100
201,강화,2023-07-03 05:00,21.2,,.7,100
201,강화,2023-07-03 06:00,21.5,,.7,100
201,강화,2023-07-03 07:00,22.1,,.4,100
201,강화,2023-07-03 08:00,22.8,,.9,100
201,강화,2023-07-03 09:00,25.3,,1.8,99
201,강화,2023-07-03 10:00,26.5,,1.5,89
201,강화,2023-07-03 11:00,28.5,,1.6,78
201,강화,2023-07-03 12:00,30.1,,1,69
201,강화,2023-07-03 13:00,30.4,,1.3,61
201,강화,2023-07-03 14:00,29.9,,1.1,71
201,강화,2023-07-03 15:00,30.3,,1.4,64
201,강화,2023-07-03 16:00,30.9,,1.2,63
201,강화,2023-07-03 17:00,30,,2.3,66
201,강화,2023-07-03 18:00,29.4,,1.3,71
201,강화,2023-07-03 19:00,27.3,,2.2,83
201,강화,2023-07-03 20:00,25.6,,1.9,92
201,강화,2023-07-03 21:00,24.9,,2.8,91
201,강화,2023-07-03 22:00,24.9,,1.7,91
201,강화,2023-07-03 23:00,24.7,,2.1,91
201,강화,2023-07-04 00:00,23.2,,.4,100
201,강화,2023-07-04 01:00,23.9,,2.5,97
201,강화,2023-07-04 02:00,23.7,,4.5,99
201,강화,2023-07-04 03:00,23.7,,1.8,100
201,강화,2023-07-04 04:00,23.5,,1.4,100
201,강화,2023-07-04 05:00,22.9,,.4,100
201,강화,2023-07-04 06:00,23.3,,.4,100
201,강화,2023-07-04 07:00,23.7,,.6,100
201,강화,2023-07-04 08:00,23.9,.1,.2,100
201,강화,2023-07-04 09:00,23.9,2,.5,100
201,강화,2023-07-04 10:00,24,2.7,.5,100
201,강화,2023-07-04 11:00,25.5,.1,1.8,100
201,강화,2023-07-04 12:00,26.1,,2.2,92
201,강화,2023-07-04 13:00,25.1,,3.1,94
201,강화,2023-07-04 14:00,24.2,3.4,1.1,100
201,강화,2023-07-04 15:00,24,9.6,2.2,100
201,강화,2023-07-04 16:00,23.7,11.2,1.8,100
201,강화,2023-07-04 17:00,24,.4,1.9,100
201,강화,2023-07-04 18:00,24,3.2,2.6,100
201,강화,2023-07-04 19:00,23.9,5,2.2,100
201,강화,2023-07-04 20:00,24.1,15.5,3.1,100
201,강화,2023-07-04 21:00,24.4,1.2,4.4,100
201,강화,2023-07-04 22:00,24.6,4.3,4.6,100
201,강화,2023-07-04 23:00,25,.3,7.2,99
201,강화,2023-07-05 00:00,24.2,7.7,6.3,100
201,강화,2023-07-05 01:00,23.6,1.1,5.7,100
201,강화,2023-07-05 02:00,23.8,0,6.9,100
201,강화,2023-07-05 03:00,23.3,,7.5,100
201,강화,2023-07-05 04:00,21.7,,5.6,100
201,강화,2023-07-05 05:00,22.2,0,5.8,97
201,강화,2023-07-05 06:00,21.8,,4.6,100
201,강화,2023-07-05 07:00,22,,3.5,98
201,강화,2023-07-05 08:00,22.8,,3.9,93
201,강화,2023-07-05 09:00,22.9,,3.2,90
201,강화,2023-07-05 10:00,24.2,,3.6,84
201,강화,2023-07-05 11:00,24.6,,3.9,80
201,강화,2023-07-05 12:00,24.6,,3.9,82
201,강화,2023-07-05 13:00,24.7,,5.6,85
201,강화,2023-07-05 14:00,24.2,,3.8,89
201,강화,2023-07-05 15:00,23.8,,4.9,90
201,강화,2023-07-05 16:00,23.5,,5.1,95
201,강화,2023-07-05 17:00,23.3,,5,96
201,강화,2023-07-05 18:00,23.1,,3.4,100
201,강화,2023-07-05 19:00,22.8,,3.5,100
201,강화,2023-07-05 20:00,22.1,,1.4,100
201,강화,2023-07-05 21:00,21.6,,1.4,96
201,강화,2023-07-05 22:00,21.3,,1.5,97
201,강화,2023-07-05 23:00,22.7,,1.8,94
201,강화,2023-07-06 00:00,22.5,,.8,96
201,강화,2023-07-06 01:00,22.6,,1.1,97
201,강화,2023-07-06 02:00,22.4,,1,100
201,강화,2023-07-06 03:00,22.3,,1.3,100
201,강화,2023-07-06 04:00,22.2,,.9,100
201,강화,2023-07-06 05:00,22.3,,1.5,100
201,강화,2023-07-06 06:00,23.3,,2.3,94
201,강화,2023-07-06 07:00,23.8,,3.5,91
201,강화,2023-07-06 08:00,24.2,,2.7,91
201,강화,2023-07-06 09:00,25.4,,3.3,84
201,강화,2023-07-06 10:00,26.2,,3.8,78
201,강화,2023-07-06 11:00,27.3,,3.4,75
201,강화,2023-07-06 12:00,27.9,,3.9,73
201,강화,2023-07-06 13:00,27.7,,4.9,73
201,강화,2023-07-06 14:00,28.8,,3.7,69
201,강화,2023-07-06 15:00,27.9,,4.4,74
201,강화,2023-07-06 16:00,27.5,,5.1,75
201,강화,2023-07-06 17:00,27.2,,3.6,75
201,강화,2023-07-06 18:00,27,,3.3,74
201,강화,2023-07-06 19:00,25.9,,1.8,82
201,강화,2023-07-06 20:00,24.9,,2.4,87
201,강화,2023-07-06 21:00,23.9,,1.7,93
201,강화,2023-07-06 22:00,23.9,,2.4,89
201,강화,2023-07-06 23:00,22.5,,.3,93
201,강화,2023-07-07 00:00,21.5,,.8,96
201,강화,2023-07-07 01:00,21.1,,.3,100
201,강화,2023-07-07 02:00,21.7,,.6,98
201,강화,2023-07-07 03:00,22.2,,1.1,94
201,강화,2023-07-07 04:00,21.7,,.7,98
201,강화,2023-07-07 05:00,20.9,,.6,100
201,강화,2023-07-07 06:00,20.7,,.3,100
201,강화,2023-07-07 07:00,22.9,,.3,96
201,강화,2023-07-07 08:00,24,,.7,89
201,강화,2023-07-07 09:00,24.8,,.4,86
201,강화,2023-07-07 10:00,26.1,,1.2,81
201,강화,2023-07-07 11:00,27,,2,70
201,강화,2023-07-07 12:00,27.7,,2,71
201,강화,2023-07-07 13:00,29.3,,2,62
201,강화,2023-07-07 14:00,30.6,,2.2,56
201,강화,2023-07-07 15:00,29.2,,3.2,68
201,강화,2023-07-07 16:00,28,,1,71
201,강화,2023-07-07 17:00,28,,3,69
201,강화,2023-07-07 18:00,28.1,,2.1,57
201,강화,2023-07-07 19:00,26.9,,1.8,53
201,강화,2023-07-07 20:00,25.2,,1.8,60
201,강화,2023-07-07 21:00,22,,1.7,83
201,강화,2023-07-07 22:00,21.7,,1.3,85
201,강화,2023-07-07 23:00,21.5,,1.3,87
201,강화,2023-07-08 00:00,20.9,,1.7,91
201,강화,2023-07-08 01:00,20.7,,1.6,92
201,강화,2023-07-08 02:00,20.5,,1.2,94
201,강화,2023-07-08 03:00,20.9,,1.3,93
201,강화,2023-07-08 04:00,21.1,,.7,93
201,강화,2023-07-08 05:00,21.1,,.9,95
201,강화,2023-07-08 06:00,21.2,,.6,96
201,강화,2023-07-08 07:00,22,,.5,93
201,강화,2023-07-08 08:00,22.6,,1.5,89
201,강화,2023-07-08 09:00,22.8,,1.2,90
201,강화,2023-07-08 10:00,23.9,,1.2,83
201,강화,2023-07-08 11:00,24.7,,2.1,83
201,강화,2023-07-08 12:00,25.1,,1.9,82
201,강화,2023-07-08 13:00,26.3,,1.3,79
201,강화,2023-07-08 14:00,27.4,,1.7,75
201,강화,2023-07-08 15:00,27.5,,1.5,74
201,강화,2023-07-08 16:00,27.6,,2.1,77
201,강화,2023-07-08 17:00,27,,2.2,82
201,강화,2023-07-08 18:00,25.5,,3,86
201,강화,2023-07-08 19:00,24.3,,3.1,95
201,강화,2023-07-08 20:00,23.2,,1.1,98
201,강화,2023-07-08 21:00,22.7,,2,100
201,강화,2023-07-08 22:00,22.8,,1.5,100
201,강화,2023-07-08 23:00,22.5,,1,100
201,강화,2023-07-09 00:00,22.6,,.5,100
201,강화,2023-07-09 01:00,22.8,,1,100
201,강화,2023-07-09 02:00,23.4,,.9,100
201,강화,2023-07-09 03:00,23.8,,.7,100
201,강화,2023-07-09 04:00,23.8,,1,100
201,강화,2023-07-09 05:00,24,,.3,100
201,강화,2023-07-09 06:00,24.5,,1.6,98
201,강화,2023-07-09 07:00,24.8,,1.5,96
201,강화,2023-07-09 08:00,24.8,0,1.6,96
201,강화,2023-07-09 09:00,25.1,,.8,97
201,강화,2023-07-09 10:00,21.2,,3.5,99
201,강화,2023-07-09 11:00,21,1.4,2.8,100
201,강화,2023-07-09 12:00,23,1.9,2.1,93
201,강화,2023-07-09 13:00,23.7,,3.4,85
201,강화,2023-07-09 14:00,23.7,,1.7,92
201,강화,2023-07-09 15:00,25.5,,1.9,84
201,강화,2023-07-09 16:00,25.6,,1.7,84
201,강화,2023-07-09 17:00,25.6,,1.4,84
201,강화,2023-07-09 18:00,24.9,,1.7,92
201,강화,2023-07-09 19:00,24.6,,1.1,97
201,강화,2023-07-09 20:00,24.5,,1,99
201,강화,2023-07-09 21:00,24.2,,.6,100
201,강화,2023-07-09 22:00,23.7,,.4,100
201,강화,2023-07-09 23:00,23.7,,1.4,100
201,강화,2023-07-10 00:00,23.5,,1.2,100
201,강화,2023-07-10 01:00,23.5,,.6,100
201,강화,2023-07-10 02:00,23.3,,2.2,100
201,강화,2023-07-10 03:00,22.9,,1,100
201,강화,2023-07-10 04:00,23,,.4,100
201,강화,2023-07-10 05:00,23.1,,.5,100
201,강화,2023-07-10 06:00,23.2,,.2,100
201,강화,2023-07-10 07:00,23.2,,.3,100
201,강화,2023-07-10 08:00,23.9,,.9,100
201,강화,2023-07-10 09:00,25.2,,1.3,96
201,강화,2023-07-10 10:00,26.2,,2.2,87
201,강화,2023-07-10 11:00,26.6,,1.7,84
201,강화,2023-07-10 12:00,27.2,,2.6,80
201,강화,2023-07-10 13:00,28.2,,3.7,69
201,강화,2023-07-10 14:00,28,,4.1,75
201,강화,2023-07-10 15:00,26.5,,3.7,77
201,강화,2023-07-10 16:00,26.8,,4,77
201,강화,2023-07-10 17:00,26.8,,3,73
201,강화,2023-07-10 18:00,25.3,,3.2,84
201,강화,2023-07-10 19:00,24,,3.1,90
201,강화,2023-07-10 20:00,24,,1.8,95
201,강화,2023-07-10 21:00,23.4,,1.9,97
201,강화,2023-07-10 22:00,23.5,,1,98
201,강화,2023-07-10 23:00,23.8,,2.5,96
201,강화,2023-07-11 00:00,23.9,,2.1,94
201,강화,2023-07-11 01:00,23.8,,.8,96
201,강화,2023-07-11 02:00,22.5,,1.4,100
201,강화,2023-07-11 03:00,22.4,,1.3,100
201,강화,2023-07-11 04:00,24,,1.1,94
201,강화,2023-07-11 05:00,24.1,,1,100
201,강화,2023-07-11 06:00,23.6,,1.8,100
201,강화,2023-07-11 07:00,24.1,,1,100
201,강화,2023-07-11 08:00,23.8,.1,.4,100
201,강화,2023-07-11 09:00,24.5,.3,2.9,98
201,강화,2023-07-11 10:00,23.9,1.9,3.2,100
201,강화,2023-07-11 11:00,23.4,0,2.8,100
201,강화,2023-07-11 12:00,24,0,1.1,99
201,강화,2023-07-11 13:00,23.9,.3,.4,100
201,강화,2023-07-11 14:00,23.7,.7,.7,100
201,강화,2023-07-11 15:00,23.3,1.6,.8,100
201,강화,2023-07-11 16:00,22.7,17.2,2.6,100
201,강화,2023-07-11 17:00,21.5,12.3,1.7,100
201,강화,2023-07-11 18:00,22,.9,1.1,100
201,강화,2023-07-11 19:00,21.8,3.2,.5,100
201,강화,2023-07-11 20:00,21.9,.2,.8,100
201,강화,2023-07-11 21:00,21.7,.1,.7,100
201,강화,2023-07-11 22:00,21.7,,1.1,100
201,강화,2023-07-11 23:00,21.7,,.8,100
201,강화,2023-07-12 00:00,21.8,,.1,100
201,강화,2023-07-12 01:00,22,,.4,100
201,강화,2023-07-12 02:00,22.6,,.6,100
201,강화,2023-07-12 03:00,22.8,,1.4,100
201,강화,2023-07-12 04:00,22.8,.3,1.5,100
201,강화,2023-07-12 05:00,22.8,.3,.9,100
201,강화,2023-07-12 06:00,22.7,,1,100
201,강화,2023-07-12 07:00,23,,.9,100
201,강화,2023-07-12 08:00,24.2,,1.5,100
201,강화,2023-07-12 09:00,24.8,,2.3,96
201,강화,2023-07-12 10:00,24.6,,2.6,98
201,강화,2023-07-12 11:00,24.4,,2.5,98
201,강화,2023-07-12 12:00,25,,1.6,97
201,강화,2023-07-12 13:00,26.8,,1.1,84
201,강화,2023-07-12 14:00,26,,2.7,86
201,강화,2023-07-12 15:00,27.1,,2.6,79
201,강화,2023-07-12 16:00,27.3,,2.3,79
201,강화,2023-07-12 17:00,26,,2.4,91
201,강화,2023-07-12 18:00,25.9,,1.4,94
201,강화,2023-07-12 19:00,25.3,,.7,99
201,강화,2023-07-12 20:00,23.8,,.6,100
201,강화,2023-07-12 21:00,23.4,,.3,100
201,강화,2023-07-12 22:00,23,,.5,100
201,강화,2023-07-12 23:00,23.2,,.2,100
201,강화,2023-07-13 00:00,23,,0,100
201,강화,2023-07-13 01:00,23.4,,1.1,100
201,강화,2023-07-13 02:00,23.2,,.6,100
201,강화,2023-07-13 03:00,23,0,.1,100
201,강화,2023-07-13 04:00,23.4,,1.1,100
201,강화,2023-07-13 05:00,23.8,,1,100
201,강화,2023-07-13 06:00,24.3,,.5,100
201,강화,2023-07-13 07:00,24.6,,.6,100
201,강화,2023-07-13 08:00,24.8,0,.3,100
201,강화,2023-07-13 09:00,25.2,.1,.8,100
201,강화,2023-07-13 10:00,25.5,.2,.4,100
201,강화,2023-07-13 11:00,24,.8,1.7,100
201,강화,2023-07-13 12:00,23.6,8.2,.8,100
201,강화,2023-07-13 13:00,24.3,.7,.4,100
201,강화,2023-07-13 14:00,24.1,5.4,1,100
201,강화,2023-07-13 15:00,24.3,2.6,.4,100
201,강화,2023-07-13 16:00,24.3,.9,.6,100
201,강화,2023-07-13 17:00,24.7,1.1,.6,100
201,강화,2023-07-13 18:00,24.7,10.2,2,100
201,강화,2023-07-13 19:00,24.8,0,1.6,100
201,강화,2023-07-13 20:00,24.6,1.9,.7,100
201,강화,2023-07-13 21:00,24.3,18.5,1.4,100
201,강화,2023-07-13 22:00,24.8,19.5,3.4,100
201,강화,2023-07-13 23:00,24.7,23.6,3.5,100
201,강화,2023-07-14 00:00,24.1,24.4,5.8,98
201,강화,2023-07-14 01:00,24.1,6.3,4.8,100
201,강화,2023-07-14 02:00,24.7,1.9,4.7,99
201,강화,2023-07-14 03:00,23.7,8.3,3.6,100
201,강화,2023-07-14 04:00,23.6,.9,3.6,100
201,강화,2023-07-14 05:00,23.6,1.2,3.5,100
201,강화,2023-07-14 06:00,23.7,.4,3.8,100
201,강화,2023-07-14 07:00,24,.2,3.8,100
201,강화,2023-07-14 08:00,23.7,,2.8,100
